,settlement_period,price,charge_MW,discharge_MW,soe_MWh,revenue,cycle,mwh_capacity
245,6,71.61622523961535,0.0,0.0,0.0,0.0,2,0.5
246,7,68.62499546446934,0.0,0.0,0.0,0.0,2,0.5
247,8,67.27911179777008,0.0,0.0,0.0,0.0,2,0.5
248,9,65.29754754157437,1.0,0.0,0.5,-32.64877377078719,2,0.5
249,10,65.72769816981105,0.0,0.0,0.5,0.0,2,0.5
250,11,65.58761318763906,0.0,0.0,0.5,0.0,2,0.5
251,12,67.38360292409112,0.0,0.0,0.5,0.0,2,0.5
252,13,72.08157948395775,0.0,0.0,0.5,0.0,2,0.5
253,14,76.36091305352869,0.0,0.0,0.5,0.0,2,0.5
254,15,79.29366895048989,0.0,1.0,0.0,39.646834475244944,2,0.5
255,16,78.97659915751132,0.0,0.0,0.0,0.0,2,0.5
256,17,77.34719966410722,0.0,0.0,0.0,0.0,2,0.5
257,18,73.87717011157949,0.0,0.0,0.0,0.0,2,0.5
258,19,71.68583647143747,0.0,0.0,0.0,0.0,2,0.5
259,20,68.63930573330768,0.0,0.0,0.0,0.0,2,0.5
260,21,64.54324293862092,0.0,0.0,0.0,0.0,2,0.5
261,22,62.18628356843754,0.0,0.0,0.0,0.0,2,0.5
262,23,58.97797628320774,0.0,0.0,0.0,0.0,2,0.5
263,24,57.54340176532567,0.0,0.0,0.0,0.0,2,0.5
264,25,56.300885068408704,0.0,0.0,0.0,0.0,2,0.5
265,26,56.30310233968827,0.0,0.0,0.0,0.0,2,0.5
266,27,54.8174640642377,1.0,0.0,0.5,-27.40873203211885,2,0.5
267,28,55.591291740807776,0.0,0.0,0.5,0.0,2,0.5
268,29,55.41507854040647,0.0,0.0,0.5,0.0,2,0.5
269,30,58.213274895224366,0.0,0.0,0.5,0.0,2,0.5
270,31,58.43239007761407,0.0,0.0,0.5,0.0,2,0.5
271,32,63.203957871249656,0.0,0.0,0.5,0.0,2,0.5
272,33,65.23627546703472,0.0,0.0,0.5,0.0,2,0.5
273,34,70.22291857478864,0.0,0.0,0.5,0.0,2,0.5
274,35,70.84041310525005,0.0,0.0,0.5,0.0,2,0.5
275,36,73.98893832224007,0.0,1.0,0.0,36.99446916112004,2,0.5
276,37,73.15129536097268,0.0,0.0,0.0,0.0,2,0.5
277,38,72.17791326924126,0.0,0.0,0.0,0.0,2,0.5
278,39,68.93066183125707,0.0,0.0,0.0,0.0,2,0.5
279,40,66.11694457748219,0.0,0.0,0.0,0.0,2,0.5
280,41,60.748418619976576,0.0,0.0,0.0,0.0,2,0.5
281,42,57.03670649797567,0.0,0.0,0.0,0.0,2,0.5
282,43,52.45951135652108,0.0,0.0,0.0,0.0,2,0.5
283,44,47.896367063165115,0.0,0.0,0.0,0.0,2,0.5
284,45,42.84136548186204,0.0,0.0,0.0,0.0,2,0.5
285,46,39.26490690791493,0.0,0.0,0.0,0.0,2,0.5
286,47,35.586438334208616,0.0,0.0,0.0,0.0,2,0.5
287,48,33.3381252567242,0.0,0.0,0.0,0.0,2,0.5
288,1,76.48193171996765,0.0,0.0,0.0,0.0,2,1.0
289,2,77.36440568923669,0.0,0.0,0.0,0.0,2,1.0
290,3,75.60947094779715,0.0,0.0,0.0,0.0,2,1.0
291,4,73.71148673248487,0.0,0.0,0.0,0.0,2,1.0
292,5,71.61622523961535,0.0,0.0,0.0,0.0,2,1.0
293,6,71.61622523961535,0.0,0.0,0.0,0.0,2,1.0
294,7,68.62499546446934,0.0,0.0,0.0,0.0,2,1.0
295,8,67.27911179777008,0.0,0.0,0.0,0.0,2,1.0
296,9,65.29754754157437,1.0,0.0,0.5,-32.64877377078719,2,1.0
297,10,65.72769816981105,0.0,0.0,0.5,0.0,2,1.0
298,11,65.58761318763906,1.0,0.0,1.0,-32.79380659381953,2,1.0
299,12,67.38360292409112,0.0,0.0,1.0,0.0,2,1.0
300,13,72.08157948395775,0.0,0.0,1.0,0.0,2,1.0
301,14,76.36091305352869,0.0,0.0,1.0,0.0,2,1.0
302,15,79.29366895048989,0.0,1.0,0.5,39.646834475244944,2,1.0
303,16,78.97659915751132,0.0,1.0,0.0,39.48829957875566,2,1.0
304,17,77.34719966410722,0.0,0.0,0.0,0.0,2,1.0
305,18,73.87717011157949,0.0,0.0,0.0,0.0,2,1.0
306,19,71.68583647143747,0.0,0.0,0.0,0.0,2,1.0
307,20,68.63930573330768,0.0,0.0,0.0,0.0,2,1.0
308,21,64.54324293862092,0.0,0.0,0.0,0.0,2,1.0
309,22,62.18628356843754,0.0,0.0,0.0,0.0,2,1.0
310,23,58.97797628320774,0.0,0.0,0.0,0.0,2,1.0
311,24,57.54340176532567,0.0,0.0,0.0,0.0,2,1.0
312,25,56.300885068408704,0.0,0.0,0.0,0.0,2,1.0
313,26,56.30310233968827,0.0,0.0,0.0,0.0,2,1.0
314,27,54.8174640642377,1.0,0.0,0.5,-27.40873203211885,2,1.0
315,28,55.591291740807776,0.0,0.0,0.5,0.0,2,1.0
316,29,55.41507854040647,1.0,0.0,1.0,-27.707539270203235,2,1.0
317,30,58.213274895224366,0.0,0.0,1.0,0.0,2,1.0
318,31,58.43239007761407,0.0,0.0,1.0,0.0,2,1.0
319,32,63.203957871249656,0.0,0.0,1.0,0.0,2,1.0
320,33,65.23627546703472,0.0,0.0,1.0,0.0,2,1.0
321,34,70.22291857478864,0.0,0.0,1.0,0.0,2,1.0
322,35,70.84041310525005,0.0,0.0,1.0,0.0,2,1.0
323,36,73.98893832224007,0.0,1.0,0.5,36.99446916112004,2,1.0
324,37,73.15129536097268,0.0,1.0,0.0,36.57564768048634,2,1.0
325,38,72.17791326924126,0.0,0.0,0.0,0.0,2,1.0
326,39,68.93066183125707,0.0,0.0,0.0,0.0,2,1.0
327,40,66.11694457748219,0.0,0.0,0.0,0.0,2,1.0
328,41,60.748418619976576,0.0,0.0,0.0,0.0,2,1.0
329,42,57.03670649797567,0.0,0.0,0.0,0.0,2,1.0
330,43,52.45951135652108,0.0,0.0,0.0,0.0,2,1.0
331,44,47.896367063165115,0.0,0.0,0.0,0.0,2,1.0
332,45,42.84136548186204,0.0,0.0,0.0,0.0,2,1.0
333,46,39.26490690791493,0.0,0.0,0.0,0.0,2,1.0
334,47,35.586438334208616,0.0,0.0,0.0,0.0,2,1.0
335,48,33.3381252567242,0.0,0.0,0.0,0.0,2,1.0
336,1,76.48193171996765,0.0,0.0,0.0,0.0,2,2.0
337,2,77.36440568923669,0.0,0.0,0.0,0.0,2,2.0
338,3,75.60947094779715,0.0,0.0,0.0,0.0,2,2.0
339,4,73.71148673248487,0.0,0.0,0.0,0.0,2,2.0
340,5,71.61622523961535,0.0,0.0,0.0,0.0,2,2.0
341,6,71.61622523961535,0.0,0.0,0.0,0.0,2,2.0
342,7,68.62499546446934,0.0,0.0,0.0,0.0,2,2.0
343,8,67.27911179777008,1.0,0.0,0.5,-33.63955589888504,2,2.0
344,9,65.29754754157437,1.0,0.0,1.0,-32.64877377078719,2,2.0
345,10,65.72769816981105,1.0,0.0,1.5,-32.863849084905524,2,2.0
346,11,65.58761318763906,1.0,0.0,2.0,-32.79380659381953,2,2.0
347,12,67.38360292409112,0.0,0.0,2.0,0.0,2,2.0
348,13,72.08157948395775,0.0,0.0,2.0,0.0,2,2.0
349,14,76.36091305352869,0.0,1.0,1.5,38.180456526764345,2,2.0
350,15,79.29366895048989,0.0,1.0,1.0,39.646834475244944,2,2.0
351,16,78.97659915751132,0.0,1.0,0.5,39.48829957875566,2,2.0
352,17,77.34719966410722,0.0,1.0,0.0,38.67359983205361,2,2.0
353,18,73.87717011157949,0.0,0.0,0.0,0.0,2,2.0
354,19,71.68583647143747,0.0,0.0,0.0,0.0,2,2.0
355,20,68.63930573330768,0.0,0.0,0.0,0.0,2,2.0
356,21,64.54324293862092,0.0,0.0,0.0,0.0,2,2.0
357,22,62.18628356843754,0.0,0.0,0.0,0.0,2,2.0
358,23,58.97797628320774,0.0,0.0,0.0,0.0,2,2.0
359,24,57.54340176532567,0.0,0.0,0.0,0.0,2,2.0
360,25,56.300885068408704,1.0,0.0,0.5,-28.150442534204352,2,2.0
361,26,56.30310233968827,0.0,0.0,0.5,0.0,2,2.0
362,27,54.8174640642377,1.0,0.0,1.0,-27.40873203211885,2,2.0
363,28,55.591291740807776,1.0,0.0,1.5,-27.795645870403888,2,2.0
364,29,55.41507854040647,1.0,0.0,2.0,-27.707539270203235,2,2.0
365,30,58.213274895224366,0.0,0.0,2.0,0.0,2,2.0
366,31,58.43239007761407,0.0,0.0,2.0,0.0,2,2.0
367,32,63.203957871249656,0.0,0.0,2.0,0.0,2,2.0
368,33,65.23627546703472,0.0,0.0,2.0,0.0,2,2.0
369,34,70.22291857478864,0.0,0.0,2.0,0.0,2,2.0
370,35,70.84041310525005,0.0,1.0,1.5,35.420206552625025,2,2.0
371,36,73.98893832224007,0.0,1.0,1.0,36.99446916112004,2,2.0
372,37,73.15129536097268,0.0,1.0,0.5,36.57564768048634,2,2.0
373,38,72.17791326924126,0.0,1.0,0.0,36.08895663462063,2,2.0
374,39,68.93066183125707,0.0,0.0,0.0,0.0,2,2.0
375,40,66.11694457748219,0.0,0.0,0.0,0.0,2,2.0
376,41,60.748418619976576,0.0,0.0,0.0,0.0,2,2.0
377,42,57.03670649797567,0.0,0.0,0.0,0.0,2,2.0
378,43,52.45951135652108,0.0,0.0,0.0,0.0,2,2.0
379,44,47.896367063165115,0.0,0.0,0.0,0.0,2,2.0
380,45,42.84136548186204,0.0,0.0,0.0,0.0,2,2.0
381,46,39.26490690791493,0.0,0.0,0.0,0.0,2,2.0
382,47,35.586438334208616,0.0,0.0,0.0,0.0,2,2.0
383,48,33.3381252567242,0.0,0.0,0.0,0.0,2,2.0
384,1,76.48193171996765,1.0,0.0,0.5,-38.240965859983824,2,4.0
385,2,77.36440568923669,0.0,1.0,0.0,38.682202844618345,2,4.0
386,3,75.60947094779715,0.0,0.0,0.0,0.0,2,4.0
387,4,73.71148673248487,0.0,0.0,0.0,0.0,2,4.0
388,5,71.61622523961535,1.0,0.0,0.5,-35.80811261980767,2,4.0
389,6,71.61622523961535,0.0,0.0,0.5,0.0,2,4.0
390,7,68.62499546446934,1.0,0.0,1.0,-34.31249773223467,2,4.0
391,8,67.27911179777008,1.0,0.0,1.5,-33.63955589888504,2,4.0
392,9,65.29754754157437,1.0,0.0,2.0,-32.64877377078719,2,4.0
393,10,65.72769816981105,1.0,0.0,2.5,-32.863849084905524,2,4.0
394,11,65.58761318763906,1.0,0.0,3.0,-32.79380659381953,2,4.0
395,12,67.38360292409112,1.0,0.0,3.5,-33.69180146204556,2,4.0
396,13,72.08157948395775,0.0,1.0,3.0,36.04078974197888,2,4.0
397,14,76.36091305352869,0.0,1.0,2.5,38.180456526764345,2,4.0
398,15,79.29366895048989,0.0,1.0,2.0,39.646834475244944,2,4.0
399,16,78.97659915751132,0.0,1.0,1.5,39.48829957875566,2,4.0
400,17,77.34719966410722,0.0,1.0,1.0,38.67359983205361,2,4.0
401,18,73.87717011157949,0.0,1.0,0.5,36.938585055789744,2,4.0
402,19,71.68583647143747,0.0,1.0,0.0,35.842918235718734,2,4.0
403,20,68.63930573330768,0.0,0.0,0.0,0.0,2,4.0
404,21,64.54324293862092,0.0,0.0,0.0,0.0,2,4.0
405,22,62.18628356843754,0.0,0.0,0.0,0.0,2,4.0
406,23,58.97797628320774,0.0,0.0,0.0,0.0,2,4.0
407,24,57.54340176532567,1.0,0.0,0.5,-28.771700882662834,2,4.0
408,25,56.300885068408704,1.0,0.0,1.0,-28.150442534204352,2,4.0
409,26,56.30310233968827,1.0,0.0,1.5,-28.151551169844137,2,4.0
410,27,54.8174640642377,1.0,0.0,2.0,-27.40873203211885,2,4.0
411,28,55.591291740807776,1.0,0.0,2.5,-27.795645870403888,2,4.0
412,29,55.41507854040647,1.0,0.0,3.0,-27.707539270203235,2,4.0
413,30,58.213274895224366,1.0,0.0,3.5,-29.106637447612183,2,4.0
414,31,58.43239007761407,1.0,0.0,4.0,-29.216195038807037,2,4.0
415,32,63.203957871249656,0.0,0.0,4.0,0.0,2,4.0
416,33,65.23627546703472,0.0,1.0,3.5,32.61813773351736,2,4.0
417,34,70.22291857478864,0.0,1.0,3.0,35.11145928739432,2,4.0
418,35,70.84041310525005,0.0,1.0,2.5,35.420206552625025,2,4.0
419,36,73.98893832224007,0.0,1.0,2.0,36.99446916112004,2,4.0
420,37,73.15129536097268,0.0,1.0,1.5,36.57564768048634,2,4.0
421,38,72.17791326924126,0.0,1.0,1.0,36.08895663462063,2,4.0
422,39,68.93066183125707,0.0,1.0,0.5,34.465330915628535,2,4.0
423,40,66.11694457748219,0.0,1.0,0.0,33.05847228874109,2,4.0
424,41,60.748418619976576,0.0,0.0,0.0,0.0,2,4.0
425,42,57.03670649797567,0.0,0.0,0.0,0.0,2,4.0
426,43,52.45951135652108,0.0,0.0,0.0,0.0,2,4.0
427,44,47.896367063165115,0.0,0.0,0.0,0.0,2,4.0
428,45,42.84136548186204,0.0,0.0,0.0,0.0,2,4.0
429,46,39.26490690791493,0.0,0.0,0.0,0.0,2,4.0
430,47,35.586438334208616,0.0,0.0,0.0,0.0,2,4.0
431,48,33.3381252567242,0.0,0.0,0.0,0.0,2,4.0
432,1,76.48193171996765,1.0,0.0,0.5,-38.240965859983824,2,8.0
433,2,77.36440568923669,0.0,1.0,0.0,38.682202844618345,2,8.0
434,3,75.60947094779715,1.0,1.0,0.0,0.0,2,8.0
435,4,73.71148673248487,0.0,0.0,0.0,0.0,2,8.0
436,5,71.61622523961535,1.0,0.0,0.5,-35.80811261980767,2,8.0
437,6,71.61622523961535,0.0,0.0,0.5,0.0,2,8.0
438,7,68.62499546446934,1.0,0.0,1.0,-34.31249773223467,2,8.0
439,8,67.27911179777008,1.0,0.0,1.5,-33.63955589888504,2,8.0
440,9,65.29754754157437,1.0,0.0,2.0,-32.64877377078719,2,8.0
441,10,65.72769816981105,1.0,0.0,2.5,-32.863849084905524,2,8.0
442,11,65.58761318763906,1.0,0.0,3.0,-32.79380659381953,2,8.0
443,12,67.38360292409112,1.0,0.0,3.5,-33.69180146204556,2,8.0
444,13,72.08157948395775,0.0,1.0,3.0,36.04078974197888,2,8.0
445,14,76.36091305352869,0.0,1.0,2.5,38.180456526764345,2,8.0
446,15,79.29366895048989,0.0,1.0,2.0,39.646834475244944,2,8.0
447,16,78.97659915751132,0.0,1.0,1.5,39.48829957875566,2,8.0
448,17,77.34719966410722,0.0,1.0,1.0,38.67359983205361,2,8.0
449,18,73.87717011157949,0.0,1.0,0.5,36.938585055789744,2,8.0
450,19,71.68583647143747,0.0,1.0,0.0,35.842918235718734,2,8.0
451,20,68.63930573330768,0.0,0.0,0.0,0.0,2,8.0
452,21,64.54324293862092,0.0,0.0,0.0,0.0,2,8.0
453,22,62.18628356843754,0.0,0.0,0.0,0.0,2,8.0
454,23,58.97797628320774,1.0,0.0,0.5,-29.48898814160387,2,8.0
455,24,57.54340176532567,1.0,0.0,1.0,-28.771700882662834,2,8.0
456,25,56.300885068408704,1.0,0.0,1.5,-28.150442534204352,2,8.0
457,26,56.30310233968827,1.0,0.0,2.0,-28.151551169844137,2,8.0
458,27,54.8174640642377,1.0,0.0,2.5,-27.40873203211885,2,8.0
459,28,55.591291740807776,1.0,0.0,3.0,-27.795645870403888,2,8.0
460,29,55.41507854040647,1.0,0.0,3.5,-27.707539270203235,2,8.0
461,30,58.213274895224366,1.0,0.0,4.0,-29.106637447612183,2,8.0
462,31,58.43239007761407,1.0,0.0,4.5,-29.216195038807037,2,8.0
463,32,63.203957871249656,0.0,1.0,4.0,31.601978935624828,2,8.0
464,33,65.23627546703472,0.0,1.0,3.5,32.61813773351736,2,8.0
465,34,70.22291857478864,0.0,1.0,3.0,35.11145928739432,2,8.0
466,35,70.84041310525005,0.0,1.0,2.5,35.420206552625025,2,8.0
467,36,73.98893832224007,0.0,1.0,2.0,36.99446916112004,2,8.0
468,37,73.15129536097268,0.0,1.0,1.5,36.57564768048634,2,8.0
469,38,72.17791326924126,0.0,1.0,1.0,36.08895663462063,2,8.0
470,39,68.93066183125707,0.0,1.0,0.5,34.465330915628535,2,8.0
471,40,66.11694457748219,0.0,1.0,0.0,33.05847228874109,2,8.0
472,41,60.748418619976576,1.0,1.0,0.0,0.0,2,8.0
473,42,57.03670649797567,0.0,0.0,0.0,0.0,2,8.0
474,43,52.45951135652108,1.0,1.0,0.0,0.0,2,8.0
475,44,47.896367063165115,1.0,1.0,0.0,0.0,2,8.0
476,45,42.84136548186204,1.0,1.0,0.0,0.0,2,8.0
477,46,39.26490690791493,1.0,1.0,0.0,0.0,2,8.0
478,47,35.586438334208616,1.0,1.0,0.0,0.0,2,8.0
479,48,33.3381252567242,1.0,1.0,0.0,0.0,2,8.0
